Town,Super,Diesel,Kerosene,Start_Date,End_Date,(Start_Date)Day_of_week,(Start_Date)Day_of_month,(Start_Date)Month_No,(Start_Date)Year,(End_Date)Day_of_week,(End_Date)Day_of_month,(End_Date)Month_No,(End_Date)Year,Date_Range,Duration(Days),Dollar_Price
Mbita,178.3,163.5,147.47,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Mbale,177.5,162.7,146.66,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Etago,178.94,164.15,148.12,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Magenche,179.05,164.26,148.22,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Kilgoris,178.88,164.09,148.06,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Malava,177.86,163.06,147.03,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Lugari,178.25,163.45,147.42,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Rodi Kopany,178.37,163.58,147.55,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Ndhiwa,178.65,163.86,147.82,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Rangwe,178.36,163.57,147.54,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Sindo,178.37,163.58,147.55,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Awasi,177.45,162.66,146.63,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Ahero,177.5,162.7,146.66,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Ugunja,177.93,163.13,147.1,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Asembo,177.57,162.78,146.75,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Usenge,178.06,163.26,147.22,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Harambee,177.54,162.75,146.71,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Muhuru Bay,179.31,164.52,148.48,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Kehancha,179.54,164.75,148.71,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Ntimaru,179.85,165.06,149.02,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Rongo,178.62,163.83,147.8,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Kaspokwony,178.59,163.8,147.75,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Chwele,178.53,163.74,147.7,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Kimilili,178.46,163.67,147.62,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Nambale,178.36,163.57,147.54,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
SioPort,178.35,163.56,147.53,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Port Bunyala,178.4,163.61,147.57,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Funyula,178.22,163.43,147.4,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Ogembo,178.53,163.74,147.7,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Nyangusu,178.79,164,147.96,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Sengera,178.72,163.92,147.88,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Keumbu,178.44,163.64,147.61,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Marani,178.14,163.35,147.31,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Kerina,178.5,163.71,147.68,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Ikonge,177.86,163.07,147.03,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Nyansiongo,178.26,163.47,147.43,2/15/2023,3/14/2023,Wednesday,15,2,2023,Tuesday,14,3,2023,2023-02-15 - 2023-03-14,27,129.40
Mombasa,174.98,159.76,143.69,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kilifi,175.69,160.47,144.41,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Likoni Mainland,175.34,160.11,144.05,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kwale,175.34,160.11,144.05,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Malindi,175.9,160.67,144.61,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Lungalunga,176.05,160.83,144.76,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Voi,176.46,161.24,145.17,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Taveta,177.86,162.64,146.58,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Lamu,178.27,163.06,147,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Hola,178.57,163.34,147.28,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Mpeketoni,178.27,163.06,147,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Minjila,177.25,162.02,145.96,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Garsen,177.33,162.11,146.05,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Samburu,175.28,160.06,144,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Taru,175.46,160.24,144.18,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Mwatate,176.79,161.57,145.51,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Wundanyi,176.96,161.74,145.68,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kaloleni,175.13,159.92,143.85,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Marereni,176.56,161.34,145.27,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Nairobi,177.3,162,145.94,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Thika,177.31,162.01,145.94,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Machakos,177.54,162.24,146.18,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kajiado,177.72,162.42,146.36,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Makuyu,177.59,162.29,146.23,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Muranga,177.82,162.52,146.46,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Sagana,178.05,162.75,146.68,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Embu,178.4,163.1,147.04,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kerugoya,178.33,163.03,146.97,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Narok,178.69,163.4,147.33,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Nyeri,178.67,163.37,147.31,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Namanga,178.85,163.55,147.48,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kiganjo,178.64,163.34,147.28,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Chuka,178.93,163.63,147.57,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kitui,178.84,163.54,147.47,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Mwingi,179.22,163.93,147.86,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Nanyuki,179.23,163.94,147.87,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Nkubu,180.21,164.91,148.84,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Mtito Andei,179.74,164.44,148.38,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Meru,180.4,165.1,149.04,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Isiolo,180.26,164.96,148.89,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Maua,180.85,165.56,149.49,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Garissa,181.47,166.17,150.11,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Marsabit,185.15,169.85,153.79,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Liboi,184.24,168.94,152.87,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Moyale,186.74,171.44,155.37,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Sololo,185.79,170.49,154.43,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Habaswein,184.16,168.86,152.8,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Dadaab,182.85,167.55,151.49,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Tarbaj,186.42,171.12,155.04,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Elwak,188.02,172.72,156.65,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Wajir,186.57,171.27,155.21,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Modogashe,184.3,169,152.94,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Mandera,190.35,175.05,158.98,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Matuu,178.2,162.9,146.84,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Merti,182.65,167.35,151.29,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Oldonyiro,179.67,164.36,148.29,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Eldas,188.34,173.04,156.98,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Bute,185.38,170.08,154.02,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Hadado,183.97,168.67,152.6,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Mai Mahiu,177.42,162.12,146.06,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Doldo,180,164.7,148.63,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Lamuria,179.12,163.82,147.75,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Sipili,179.98,164.68,148.62,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Marimanti,179.61,164.31,148.25,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Mutuobare,178.95,163.65,147.58,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
North Horr,186.11,170.82,154.75,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Maikona,184.73,169.43,153.37,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kalacha,185.27,169.97,153.91,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Loyangalani,185.34,170.04,153.97,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Turbi,185.14,169.84,153.78,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Laisamis,182.36,167.06,150.98,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Merille,182.05,166.75,150.69,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Korr,183.3,168,151.93,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Nakuru,176.62,161.83,145.79,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Gilgil,176.58,161.79,145.76,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Mogotio,176.57,161.78,145.74,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Molo,176.65,161.86,145.83,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Olenguruone,177.36,162.56,146.53,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Londiani,176.88,162.09,146.05,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Nyahururu,176.87,162.08,146.04,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Archers Post,179.85,165.06,149.03,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Lodosoit,180.95,166.16,150.13,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Naivasha,176.95,162.15,146.11,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Marigat,177.34,162.55,146.51,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kabarnet ,177.83,163.04,147.01,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Maralal,178.92,164.13,148.1,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Wamba,179.76,164.97,148.93,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Rumuruti,177.41,162.62,146.58,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Eldoret,177.5,162.72,146.67,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kiplombe,177.5,162.72,146.67,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Iten,177.5,162.72,146.67,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Naiberi,177.5,162.72,146.67,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kesses,177.5,162.72,146.67,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kapsabet,177.52,162.74,146.68,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Webuye,177.93,163.15,147.1,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kitale,177.86,163.08,147.03,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kapenguria ,178.5,163.72,147.67,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Bungoma,178.26,163.48,147.44,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Moiben,177.52,162.74,146.68,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Matunda,177.49,162.7,146.66,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Burnt Forest,177.45,162.67,146.62,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Tambach,177.54,162.76,146.71,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kapsowar,178,163.22,147.18,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Chebara,177.89,163.1,147.06,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kimwarer,177.81,163.03,146.99,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Timboroa,177.73,162.95,146.9,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Nandi Hills,177.69,162.91,146.87,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kaiboi,177.55,162.77,146.73,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kiminini,178.05,163.27,147.21,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Endebes,178.39,163.61,147.57,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Saboti,178.07,163.29,147.25,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Chepareria,178.71,163.93,147.87,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Lomut,180.33,165.53,149.49,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Burgich,179.12,164.34,148.29,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Sigor,179.25,164.47,148.42,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Lodwar,181.68,166.9,150.85,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kakuma,183.27,168.49,152.44,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Lokichar,180.68,165.9,149.85,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kalokol,182.44,167.66,151.61,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Lokori,181.05,166.27,150.22,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Lokitaung,185.33,170.55,154.49,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kapedo,180.33,165.53,149.49,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Malaba,178.66,163.88,147.84,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Lokichogio,184.46,169.68,153.63,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Ziwa,177.69,162.91,146.87,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Soy,177.51,162.72,146.67,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Moi's Bridge,177.57,162.78,146.74,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Turbo,177.45,162.67,146.62,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kibish,185.56,170.77,154.73,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Nakalale,184.39,169.6,153.55,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Loima,180.8,166.02,149.97,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Lokiriama,182.37,167.59,151.53,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kainuk,179.57,164.79,148.74,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kacheliba,178.9,164.12,148.07,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kiwawa,179.5,164.72,148.68,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Ortum,179.09,164.31,148.26,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kachibora,177.89,163.1,147.06,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kwanza,178.6,163.82,147.78,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kaplamai,177.92,163.14,147.08,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
