Town,Super,Diesel,Kerosene,Start_Date,End_Date,(Start_Date)Day_of_week,(Start_Date)Day_of_month,(Start_Date)Month_No,(Start_Date)Year,(End_Date)Day_of_week,(End_Date)Day_of_month,(End_Date)Month_No,(End_Date)Year,Date_Range,Duration(Days),Dollar_Price
Eldama Ravine,178.33,163.55,147.51,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Tenges,178.47,163.69,147.65,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Barwessa,178.59,163.81,147.75,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kipsaraman,179.49,164.71,148.66,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Loruk,179.36,164.58,148.53,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kabartonjo,178.33,163.55,147.51,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Tindiret,178.39,163.61,147.57,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
O'lessos,177.57,162.78,146.74,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kobujoi,177.97,163.19,147.14,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Serem,178.05,163.27,147.21,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kabiyet,177.51,162.72,146.67,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Cheptulu,177.93,163.15,147.1,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Songor,178.47,163.69,147.65,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kapcherop,178.11,163.33,147.28,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Sambalat,178.79,164.01,147.97,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Arror,178.45,163.67,147.61,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Tot,178.65,163.87,147.82,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kaptarakwa,177.69,162.91,146.87,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kapese,180.65,165.86,149.82,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kalemngorok,180.03,165.25,149.21,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Marich,179.02,164.24,148.19,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Alale,179.5,164.72,148.68,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kunyao,179.17,164.39,148.34,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Asilong,178.76,163.98,147.93,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Orolwo,178.79,164.01,147.97,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Sebit,178.74,163.96,147.92,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Morpus,178.65,163.87,147.82,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Chepkorniswo,178.53,163.75,147.71,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kaibichbich,178.49,163.7,147.66,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Keringet,178.21,163.43,147.39,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kisumu,177.5,162.7,146.66,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Sondu,177.59,162.8,146.77,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Oyugis,178.08,163.29,147.25,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kakamega,177.54,162.75,146.72,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Mumias,177.82,163.03,146.99,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Bondo,177.7,162.91,146.88,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Siaya,177.83,163.04,147,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kericho,178,163.21,147.17,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Nyamira,178.07,163.28,147.24,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kisii,178.37,163.58,147.55,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Sotik,178.21,163.42,147.38,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Keroka,178.39,163.6,147.56,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Busia,178.36,163.57,147.54,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Homabay,178.31,163.52,147.48,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Migori,179.17,164.37,148.34,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Isebania,179.45,164.66,148.62,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Bomet,178.61,163.82,147.78,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Muhoroni,177.72,162.93,146.9,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Mbita,178.3,163.5,147.47,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Mbale,177.5,162.7,146.66,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Etago,178.94,164.15,148.12,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Magenche,179.05,164.26,148.22,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kilgoris,178.88,164.09,148.06,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Malava,177.86,163.06,147.03,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Lugari,178.25,163.45,147.42,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Rodi Kopany,178.37,163.58,147.55,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Ndhiwa,178.65,163.86,147.82,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Rangwe,178.36,163.57,147.54,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Sindo,178.37,163.58,147.55,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Awasi,177.45,162.66,146.63,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Ahero,177.5,162.7,146.66,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Ugunja,177.93,163.13,147.1,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Asembo,177.57,162.78,146.75,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Usenge,178.06,163.26,147.22,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Harambee,177.54,162.75,146.71,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Muhuru Bay,179.31,164.52,148.48,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kehancha,179.54,164.75,148.71,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Ntimaru,179.85,165.06,149.02,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Rongo,178.62,163.83,147.8,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kaspokwony,178.59,163.8,147.75,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Chwele,178.53,163.74,147.7,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kimilili,178.46,163.67,147.62,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Nambale,178.36,163.57,147.54,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
SioPort,178.35,163.56,147.53,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Port Bunyala,178.4,163.61,147.57,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Funyula,178.22,163.43,147.4,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Ogembo,178.53,163.74,147.7,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Nyangusu,178.79,164,147.96,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Sengera,178.72,163.92,147.88,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Keumbu,178.44,163.64,147.61,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Marani,178.14,163.35,147.31,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Kerina,178.5,163.71,147.68,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Ikonge,177.86,163.07,147.03,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Nyansiongo,178.26,163.47,147.43,1/15/2023,2/14/2023,Sunday,15,1,2023,Tuesday,14,2,2023,2023-01-15 - 2023-02-14,30,125.00
Mombasa,191.6236366,176.6280947,166.4325752,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Kilifi,192.3935585,177.3980165,167.192497,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Likoni Mainland,192.0036366,177.0180947,166.8125752,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Kwale,192.0036366,177.0180947,166.8125752,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Malindi,192.6151607,177.6196187,167.4140992,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Lungalunga,192.7735585,177.7780165,167.572497,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Voi,193.2100916,178.2145496,168.0090301,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Taveta,194.7253816,179.7298396,169.5243201,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Lamu,195.168586,180.173044,169.9675245,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Hola,195.472039,180.476497,170.2809775,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Mpeketoni,195.168586,180.173044,169.9675245,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Minjila,194.060575,179.065033,168.8595135,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Garsen,194.1544009,179.158859,168.9533394,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Samburu,191.9503541,176.9548121,166.7492926,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Taru,192.138006,177.142464,166.9469445,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Mwatate,193.5714452,178.5759032,168.3703837,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Wundanyi,193.7471219,178.76158,168.5560605,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Kaloleni,191.7886276,176.8030856,166.5975661,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Marereni,193.3158927,178.3303507,168.1248312,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Nairobi,194.6819735,179.6673895,169.4830723,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Thika,194.6832628,179.6686788,169.4843616,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Machakos,194.9388153,179.9242312,169.7299141,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Kajiado,195.1264672,180.1118832,169.927566,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Makuyu,194.9967158,179.9721318,169.7878146,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Muranga,195.2422683,180.2276843,170.0333671,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Sagana,195.4758456,180.4612616,170.2769444,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Embu,195.8711495,180.8565655,170.6622483,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Kerugoya,195.7792987,180.7647146,170.5803974,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Narok,196.1746025,181.1600185,170.9657013,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Nyeri,196.1626274,181.1480433,170.9537262,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Namanga,196.3383042,181.3237201,171.129403,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Kiganjo,196.116702,181.1021179,170.9078007,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Chuka,196.4321301,181.4175461,171.2332289,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Kitui,196.326329,181.311745,171.1174278,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Mwingi,196.7455831,181.7309991,171.5366819,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Nanyuki,196.7575583,181.7429743,171.5486571,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Nkubu,197.7956936,182.7811096,172.5967924,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Mtito Andei,197.2945886,182.2800046,172.0956874,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Meru,198.0053207,182.9907366,172.7964195,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Isiolo,197.8535942,182.8390101,172.6446929,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Maua,198.4944505,183.4798665,173.2855493,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Garissa,199.1592571,184.1446731,173.9503559,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Marsabit,203.1221713,188.1075873,177.9132701,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Liboi,202.1319365,187.1173525,176.9230353,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Moyale,204.8131381,189.798554,179.6042368,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Sololo,203.798953,188.784369,178.5900518,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Habaswein,202.0500857,187.0355017,176.8411845,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Dadaab,200.6505968,185.6260128,175.4416956,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Tarbaj,204.4637596,189.4491756,179.2648584,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Elwak,206.1886767,191.1740926,180.9797755,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Wajir,204.6374613,189.6128772,179.4285601,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Modogashe,202.2018122,187.1872282,176.992911,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Mandera,208.6842014,193.6696174,183.4853002,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Matuu,195.6495473,180.6249633,170.4406461,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Merti,200.4189946,185.4044106,175.2200934,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Oldonyiro,197.2127378,182.1981538,172.0138366,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Eldas,206.5380551,191.5234711,181.3291539,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Bute,203.3557486,188.3411646,178.1468474,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Hadado,201.8404586,186.8258746,176.6315574,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Mai Mahiu,194.811039,179.796455,169.6021378,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Doldo,197.5740914,182.5595074,172.3751902,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Lamuria,196.629782,181.615198,171.4208808,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Sipili,197.5621163,182.5475322,172.3532151,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Marimanti,197.1548373,182.1402532,171.9559361,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Mutuobare,196.4541053,181.4395212,171.2452041,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
North Horr,204.1483315,189.1337474,178.9394302,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Maikona,202.6569917,187.6424077,177.4580905,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Kalacha,203.2399475,188.2253635,178.0410463,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Loyangalani,203.3098232,188.2952392,178.110922,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Turbi,203.1001961,188.0856121,177.9012949,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Laisamis,200.1035664,185.0889824,174.8946652,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Merille,199.7881383,184.7735542,174.5792371,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Korr,201.1177515,186.1031674,175.9088503,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Nakuru,193.7681014,179.1389127,168.9867082,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Gilgil,193.7222677,179.093079,168.9408746,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Mogotio,193.7114901,179.0823014,168.9300969,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Molo,193.802921,179.1737323,169.0215279,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Olenguruone,194.5619735,179.9327848,169.7805803,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Londiani,194.0376959,179.4185072,169.2663027,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Nyahururu,194.0269183,179.4077296,169.2455251,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Archers Post,197.243175,182.6139863,172.4617819,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Lodosoit,198.4210617,183.791873,173.6396686,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Naivasha,194.1087691,179.4895804,169.3373759,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Marigat,194.5399984,179.9208097,169.7686052,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Kabarnet ,195.0750536,180.4458649,170.2936604,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Maralal,196.2409651,181.6117764,171.459572,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Wamba,197.1393491,182.5101604,172.3579559,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
Rumuruti,194.6110716,179.9918829,169.8396784,7/15/2023,8/14/2023,Saturday,15,7,2023,Monday,14,8,2023,2023-07-15 - 2023-08-14,30,143.60
